slug,level,is_stub,lsc_name,breadcrumb,triage,apqc_id,apqc_hier,apqc_depth,level_delta,apqc_name,apqc_match_score,apqc_name_only_score,apqc_description,eia_term,eia_definition,eia_url,agreement,decision,adopted_definition,provenance,web_validator,web_agreement,Decision,Notes
CM-1-3-3-5-3,5,no,Define Advertising Strategy,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Marketing Communications Strategy > Define Advertising Strategy,STRONG,10123,3.2.2,3,2,Define pricing strategy,0.667,0.667,"Creating a pricing strategy and mechanism that aligns with the benefits of the products/services, as perceived by customers. Chart a strategic course and a methodology that can guide the pricing of products/services. Draw heavily from the customer value proposition, and balance the expectations of different divisions inside the organization, while delivering the maximum ROI.",,,,pending,NEEDS REVIEW,,,Wikipedia: 'Pricing strategies',0.133,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-3-5-4,5,no,Define POS Communication Strategy,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Marketing Communications Strategy > Define POS Communication Strategy,STRONG,16855,3.2.5.7,4,1,Define point of sale (POS) communication strategy,0.8,0.8,"Establishing a framework for coordinated marketing to increase the profitability and increase brand awareness at the point of sale. This may include promotional posters on product shelves or island displays, advertisements in shopping carts, stickers on the floor that lead consumers to the promoted product, multi-buy promotions, coupons on sales receipts, etc.",,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-3-5-5,5,no,Define Digital Marketing Strategy,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Marketing Communications Strategy > Define Digital Marketing Strategy,STRONG,16851,3.2.5.3,4,1,Define direct marketing strategy,0.75,0.75,"Devising a master plan how to select potential customers or qualified clients for customized offers, and contact them on one-to-one basis through chat, phone, email or regular mail. The strategy would need to take into account that personalizing offers and contacting customers individually is an effective but resource-intensive marketing technique, and that ill-targeted offers risk at angering and alienating the contactees.",,,,pending,NEEDS REVIEW,,,Investopedia: 'Direct Marketing',0.103,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-3-5-6,5,no,Define Internal Marketing Communications Strategy,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Marketing Communications Strategy > Define Internal Marketing Communications Strategy,STRONG,16852,3.2.5.4,4,1,Define internal marketing communication strategy,0.8,0.8,"Developing a program to promote the objectives, values, products and services of the company to its employees by treating them as potential customers, in order to extend company client base, increase employee engagement or to foster brand advocacy.",,,,pending,NEEDS REVIEW,,,,,ADOPTED,adopted APQC description; validators agree: TechTarget: 'Internal marketing' (0.625)
CM-1-3-3-5-7,5,no,Define KPI Framework,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Marketing Communications Strategy > Define KPI Framework,WEAK,19521,3.6.1.1,4,1,Define objectives,0.4,0.4,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-3-6,4,no,Operating Model Design,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Operating Model Design,WEAK,20966,13.5.3.2,4,0,Design resource model for KM approaches,0.571,0.571,Creating a model to describe resources and approaches to organization's knowledge management. Establish standards and guidelines to be followed.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-3-6-1,5,no,Develop Business Process Blueprint,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Operating Model Design > Develop Business Process Blueprint,WEAK,10015,1.2,2,3,Develop business strategy,0.571,0.571,"Developing an organization's mission statement, strategy, and business design. Create a concise statement that clearly articulates the mission of the organization, outlining practicable targets to Establish a strategic vision [10020]. Delineate strategic options by matching these alternatives with the organization's internal capabilities. Create an organizational design, and identify goals by developing strategies at the functional and process levels.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-3-6-2,5,no,Develop Organizational Blueprint,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Operating Model Design > Develop Organizational Blueprint,WEAK,10042,1.2.5,3,2,Develop and set organizational goals,0.571,0.571,"Developing overall goals for the organization that help in accomplishing its mission. Formulate organization-wide targets in the near to middle term, which will accumulate and propel the organization to realize its long-term objectives, as outlined in Develop an overall mission statement [10037]. Enlist business unit heads or equivalent personnel, in close collaboration with senior management executives.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-3-6-3,5,no,Determine Channel Of Trade Mix,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Operating Model Design > Determine Channel Of Trade Mix,WEAK,10127,3.2.3.3,4,1,Determine channel role and fit with target segments,0.4,0.4,"Analyze the various channels for their relevance to the targeted segments. Identify the channel that can effectively market to the targeted customers in regard to the drives, desires, and characteristics of these populations, their uptake, extent of engagement, frequency of use, and effectiveness in communicating.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-3-6-4,5,no,Define Procedural Framework & Guidelines,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Operating Model Design > Define Procedural Framework & Guidelines,WEAK,18627,3.2.5.8,4,1,Define communication guidelines and mechanisms,0.5,0.5,"Establishing standardized procedures for effective communication that maximizes ROI, promotes brand awareness and respects customers. In its simplest form, it includes a message (what is to be said), a target (to whom the message is reaching) and a medium or a channel (where the message is to be said).",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-3-6-5,5,no,Define KPI Framework,Downstream Operations > Commercial & Marketing > Marketing > Offer Design & Development > Operating Model Design > Define KPI Framework,WEAK,19521,3.6.1.1,4,1,Define objectives,0.4,0.4,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-4-1,4,no,Visioning And Implementation Planning,Downstream Operations > Commercial & Marketing > Marketing > New Product & Service Development > Visioning And Implementation Planning,WEAK,16824,2.1.2.1,4,0,Develop plan for new product/service development and introduction/launch,0.421,0.0,Developing a program and managing a perspective for new product/service introduction and launch.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-4-1-1,5,no,Identify Market Needs,Downstream Operations > Commercial & Marketing > Marketing > New Product & Service Development > Visioning And Implementation Planning > Identify Market Needs,STRONG,10109,3.1.1.2,4,1,Identify market segments,0.667,0.667,"Identifying a section of the customer population to target for marketing products/services. Create segments within the customer population for targeted marketing campaigns, which increase the efficacy of marketing outlay. Determine the right customer segments, craft effective marketing messages, and efficiently communicate them. Determine the optimal pricing mix. Consider assistance from professional services for market segmentation studies, with coordination and oversight from the marketing/sales functions.",,,,pending,NEEDS REVIEW,,,Wikipedia — Market segmentation,0.211,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-4-1-2,5,no,Market Sensing,Downstream Operations > Commercial & Marketing > Marketing > New Product & Service Development > Visioning And Implementation Planning > Market Sensing,WEAK,11424,2.1.2.5.2,5,0,Review market performance,0.4,0.4,"Conducting customer and market analysis to review progress and identify opportunities for increasing market position. Track and review product/service response through sales reports, website statistics, direct response from customers, and survey reports.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-4-1-3,5,no,Develop R&D Implementation Plans,Downstream Operations > Commercial & Marketing > Marketing > New Product & Service Development > Visioning And Implementation Planning > Develop R&D Implementation Plans,STRONG,20624,8.1.4.1,4,1,Develop IT transformation plans,0.667,0.667,"Developing a robust plan to replace or upgrade an organization's information technology systems. Understanding the business need of IT transformation from current to an expected state for the business. Developing a strategic plan for IT operating model, governance, service delivery, and workforce transformation.",,,,pending,NEEDS REVIEW,,,Wikipedia: 'Digital transformation',0.111,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-4-2,4,no,Concept & Feasibility Study,Downstream Operations > Commercial & Marketing > Marketing > New Product & Service Development > Concept & Feasibility Study,WEAK,16824,2.1.2.1,4,0,Develop plan for new product/service development and introduction/launch,0.421,0.0,Developing a program and managing a perspective for new product/service introduction and launch.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-4-2-1,5,no,Ideation,Downstream Operations > Commercial & Marketing > Marketing > New Product & Service Development > Concept & Feasibility Study > Ideation,WEAK,16824,2.1.2.1,4,1,Develop plan for new product/service development and introduction/launch,0.4,0.0,Developing a program and managing a perspective for new product/service introduction and launch.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-4-2-2,5,no,Conduct Research,Downstream Operations > Commercial & Marketing > Marketing > New Product & Service Development > Concept & Feasibility Study > Conduct Research,STRONG,10108,3.1.1.1,4,1,Conduct customer and market research,0.667,0.667,"Carrying out research studies to understand the behavior of customers and the realities of the market. Undertake research to understand the market conditions as well as the characteristics, drives, and desires of prospective customers. Gather highly contextualized intelligence through primary and secondary research methods, with the objective of gaining insights over how to best seize a market opportunity. Consider assistance from professional research services.",,,,pending,NEEDS REVIEW,,,UNC Libraries (quoting U.S. Small Business Administration): 'Market research',0.267,NO SOURCE,strong APQC candidate but no validator agreed
